ST_CASE,PER_NO,AGE,SEXNAME,PBPTYPENAME,YEAR,MONTHNAME,DAY_WEEKNAME,HOURNAME,LGT_CONDNAME,WEATHER,RUR_URBNAME,FUNC_SYSNAME,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LATITUDE,LONGITUD,PEDLOCNAME,BIKELOCNAME,PEDPOSNAME,BIKEPOSNAME,PEDDIRNAME,BIKEDIRNAME,VSPD_LIM,VSPD_LIMNAME,VTRAFCON,VTRAFCONNAME,VTRAFWAY,VTRAFWAYNAME,SPATIAL_CLUSTER
410286,1,27,Male,Pedestrian,2015,November,Sunday,1:00am-1:59am,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.577125,-122.6975,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410291,1,80,Male,Pedestrian,2015,October,Friday,6:00am-6:59am,Dawn,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.84959722,-119.3043611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410301,1,51,Male,Pedestrian,2015,November,Sunday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.07504167,-121.302975,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,45,45 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410308,1,54,Female,Bicyclist,2015,November,Thursday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.093,-123.1626,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,55,55 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410313,1,65,Male,Pedestrian,2015,November,Monday,5:00pm-5:59pm,Dark - Not Lighted,Cloudy,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.2535,-121.1874056,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410319,1,62,Female,Pedestrian,2015,August,Thursday,9:00pm-9:59pm,Dark - Lighted,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,44.96225278,-123.0249389,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,30,30 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410319,2,70,Male,Pedestrian,2015,August,Thursday,9:00pm-9:59pm,Dark - Lighted,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,44.96225278,-123.0249389,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,30,30 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410322,1,44,Female,Pedestrian,2015,August,Sunday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.42551667,-122.6338917,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",4
410325,1,44,Female,Bicyclist,2015,September,Tuesday,7:00pm-7:59pm,Dusk,Clear,Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.33070833,-123.0592083,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410325,2,60,Male,Bicyclist,2015,September,Tuesday,7:00pm-7:59pm,Dusk,Clear,Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.33070833,-123.0592083,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410326,1,39,Male,Persons on Personal Conveyances,2015,September,Saturday,0:00am-0:59am,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.50356667,-122.5787056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410328,1,78,Male,Pedestrian,2015,October,Monday,11:00am-11:59am,Daylight,Clear,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.10345,-123.1467306,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,98,Not Reported,20,Stop Sign,1,"Two-Way, Not Divided",-1
410331,1,34,Male,Pedestrian,2015,November,Sunday,0:00am-0:59am,Dark - Not Lighted,Not Reported,Rural,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.564,-123.2242389,Not At Intersection,Not a Cyclist,Other/Unknown,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410336,1,39,Male,Pedestrian,2015,November,Wednesday,5:00pm-5:59pm,Dark - Not Lighted,Clear,Rural,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.38523611,-122.4535889,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410350,1,61,Male,Pedestrian,2015,December,Friday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Rural,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,46.16211667,-123.8386333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410353,1,38,Male,Bicyclist,2015,December,Saturday,8:00pm-8:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.57080278,-122.6220806,Not a Pedestrian,At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,45,45 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410369,1,60,Male,Pedestrian,2015,December,Monday,7:00pm-7:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.61155,-124.0507611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410390,1,43,Male,Pedestrian,2015,September,Saturday,1:00am-1:59am,Dark - Not Lighted,Not Reported,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,42.40405,-122.8853583,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410393,1,68,Male,Pedestrian,2015,September,Friday,7:00am-7:59am,Daylight,Not Reported,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,44.99699722,-123.035225,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,30,30 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410395,1,81,Male,Pedestrian,2015,September,Tuesday,4:00pm-4:59pm,Daylight,Not Reported,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,43.34107222,-124.3099444,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410396,1,58,Male,Pedestrian,2015,November,Sunday,3:00am-3:59am,Dark - Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.50388333,-122.4163556,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410402,1,38,Male,Pedestrian,2015,November,Friday,9:00pm-9:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,43.10759722,-123.5308667,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410413,1,29,Female,Pedestrian,2015,December,Tuesday,5:00pm-5:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,44.92495556,-123.0159167,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,40,40 MPH,20,Stop Sign,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410414,1,52,Male,Bicyclist,2015,December,Wednesday,6:00pm-6:59pm,Dark - Not Lighted,Clear,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,44.86374722,-123.215275,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410415,1,63,Male,Pedestrian,2015,December,Thursday,1:00am-1:59am,Dark - Not Lighted,Not Reported,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,43.40465833,-124.2233389,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410008,1,53,Male,Pedestrian,2016,January,Friday,8:00pm-8:59pm,Dark - Not Lighted,"Fog, Smog, Smoke",Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,44.00465556,-123.0194722,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410010,1,33,Male,Pedestrian,2016,January,Sunday,4:00am-4:59am,Dark - Not Lighted,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.23972222,-123.1460806,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410013,1,68,Male,Pedestrian,2016,January,Sunday,5:00pm-5:59pm,Dark - Lighted,Cloudy,Urban,Interstate,Not an Intersection,On Roadway,None / Unknown,45.50111667,-122.6740333,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410014,1,84,Female,Persons on Personal Conveyances,2016,January,Tuesday,7:00am-7:59am,Dawn,Rain,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.50438056,-122.5029917,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410020,1,12,Female,Pedestrian,2016,January,Friday,5:00pm-5:59pm,Dark - Lighted,Rain,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,44.91941944,-123.3138861,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,25,25 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410022,1,50,Male,Pedestrian,2016,January,Sunday,8:00am-8:59am,Dawn,"Fog, Smog, Smoke",Rural,Interstate,Not an Intersection,On Roadside,None / Unknown,45.09369167,-117.9517444,Not At Intersection,Not a Cyclist,Unpaved Right-of-Way,Not a Cyclist,Not Applicable,Not a Cyclist,65,65 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410027,1,58,Male,Pedestrian,2016,February,Monday,8:00am-8:59am,Daylight,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,42.31286667,-122.8773361,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",-1
410029,1,68,Female,Pedestrian,2016,February,Saturday,6:00pm-6:59pm,Dark - Not Lighted,Rain,Urban,Minor Arterial,T-Intersection,On Roadway,None / Unknown,44.92546389,-123.0106833,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,25,25 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410045,1,29,Male,Pedestrian,2016,March,Wednesday,4:00pm-4:59pm,Dusk,Rain,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.46148056,-122.7968306,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,40,40 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410051,1,8,Male,Pedestrian,2016,March,Friday,7:00pm-7:59pm,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.98364722,-123.0266056,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,35,35 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410054,1,34,Female,Pedestrian,2016,March,Friday,12:00pm-12:59pm,Daylight,Cloudy,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.52628056,-122.5421861,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,35,35 MPH,4,Flashing Traffic Control Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410056,1,17,Male,Bicyclist,2016,March,Saturday,3:00pm-3:59pm,Daylight,Clear,Urban,Local,T-Intersection,On Roadway,None / Unknown,45.49326667,-122.5174361,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,25,25 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410057,1,58,Male,Pedestrian,2016,March,Saturday,11:00pm-11:59pm,Dark - Not Lighted,Cloudy,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.55248333,-122.6033556,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,98,Not Reported,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410065,1,90,Male,Pedestrian,2016,March,Wednesday,12:00pm-12:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.95843056,-118.3872944,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410077,1,80,Female,Pedestrian,2016,January,Monday,3:00pm-3:59pm,Daylight,Cloudy,Urban,Local,T-Intersection,On Roadway,None / Unknown,45.51589444,-122.7863667,Intersection-Related,Not a Cyclist,Sidewalk / Shared-Use Path / Driveway Access,Not a Cyclist,Eastbound,Not a Cyclist,30,30 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410078,1,65,Male,Pedestrian,2016,January,Friday,6:00pm-6:59pm,Dark - Lighted,Not Reported,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,42.43646389,-123.2979444,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,45,45 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410078,2,53,Female,Pedestrian,2016,January,Friday,6:00pm-6:59pm,Dark - Lighted,Not Reported,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,42.43646389,-123.2979444,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,45,45 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410079,1,51,Female,Pedestrian,2016,February,Monday,6:00am-6:59am,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.42985278,-122.6346,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410085,1,52,Female,Pedestrian,2016,January,Wednesday,6:00pm-6:59pm,Dark - Lighted,Rain,Urban,Local,Not an Intersection,On Roadway,None / Unknown,44.97710833,-124.011975,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410087,1,10,Male,Pedestrian,2016,March,Monday,4:00pm-4:59pm,Daylight,Cloudy,Urban,Major Collector,Four-Way Intersection,On Roadway,None / Unknown,45.52208056,-122.4964889,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Southbound,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,6,Entrance/Exit Ramp,-1
410100,1,45,Male,Pedestrian,2016,April,Monday,10:00pm-10:59pm,Dark - Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.52458889,-122.5790528,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Unknown Initial Direction of Travel,Not a Cyclist,35,35 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410105,1,41,Female,Pedestrian,2016,February,Monday,5:00am-5:59am,Dark - Not Lighted,Not Reported,Urban,Principal Arterial - Other Freeways and Expressways,Four-Way Intersection,On Roadway,None / Unknown,45.42133333,-122.7450667,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Eastbound,Not a Cyclist,40,40 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410106,1,61,Male,Pedestrian,2016,February,Sunday,6:00am-6:59am,Dark - Not Lighted,Rain,Urban,Principal Arterial - Other Freeways and Expressways,Not an Intersection,On Roadway,None / Unknown,44.04617222,-123.0164639,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,4,One-Way Trafficway,-1
410110,1,63,Male,Persons on Personal Conveyances,2016,April,Saturday,12:00pm-12:59pm,Daylight,Cloudy,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,42.30144444,-122.8492139,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410116,1,68,Male,Pedestrian,2016,April,Friday,4:00am-4:59am,Dark - Lighted,Cloudy,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,45.54251667,-122.414725,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410124,1,46,Female,Pedestrian,2016,March,Saturday,8:00pm-8:59pm,Dark - Not Lighted,Cloudy,Urban,Major Collector,Not an Intersection,On Roadway,None / Unknown,42.41467222,-122.8491639,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,45,45 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410151,1,81,Male,Pedestrian,2016,June,Wednesday,1:00pm-1:59pm,Daylight,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,45.51999167,-122.9755639,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,30,30 MPH,0,No Controls,4,One-Way Trafficway,-1
410171,1,57,Female,Pedestrian,2016,January,Thursday,5:00pm-5:59pm,Dark - Not Lighted,Not Reported,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,45.44793889,-122.595225,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Northbound,Not a Cyclist,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410184,1,18,Male,Pedestrian,2016,June,Wednesday,3:00am-3:59am,Dark - Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.92629722,-123.0427611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410188,1,20,Male,Pedestrian,2016,July,Friday,2:00am-2:59am,Dark - Lighted,Clear,Urban,Minor Arterial,Four-Way Intersection,On Roadway,None / Unknown,44.99689722,-123.0266472,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,35,35 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",2
410201,1,44,Female,Pedestrian,2016,July,Friday,10:00pm-10:59pm,Dark - Lighted,Rain,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.53366111,-122.4772583,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Westbound,Not a Cyclist,40,40 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410219,1,77,Male,Bicyclist,2016,May,Monday,4:00pm-4:59pm,Daylight,Clear,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.46628889,-122.7475528,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410220,1,38,Female,Pedestrian,2016,March,Wednesday,6:00pm-6:59pm,Dark - Not Lighted,Not Reported,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.443575,-122.3728278,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,98,Not Reported,0,No Controls,1,"Two-Way, Not Divided",-1
410227,1,25,Female,Bicyclist,2016,July,Saturday,8:00am-8:59am,Daylight,Clear,Urban,Principal Arterial - Other,Four-Way Intersection,On Roadway,None / Unknown,45.46866944,-122.5790639,Not a Pedestrian,At Intersection,Not a Pedestrian,Bicycle Lane / Paved Shoulder / Parking Lane,Not a Pedestrian,With Traffic,98,Not Reported,2,Traffic control signal (on colors) with Pedestrian Signal,1,"Two-Way, Not Divided",3
410230,1,58,Male,Pedestrian,2016,August,Friday,5:00am-5:59am,Dark - Lighted,Clear,Urban,Principal Arterial - Other,T-Intersection,On Roadway,None / Unknown,45.400375,-122.2782139,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Applicable,Not a Cyclist,40,40 MPH,2,Traffic control signal (on colors) with Pedestrian Signal,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410232,1,49,Female,Bicyclist,2016,August,Friday,3:00pm-3:59pm,Daylight,Clear,Urban,Major Collector,T-Intersection,On Roadway,None / Unknown,45.4642,-122.54805,Not a Pedestrian,At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,With Traffic,35,35 MPH,0,No Controls,1,"Two-Way, Not Divided",-1
410240,1,31,Female,Pedestrian,2016,August,Monday,10:00pm-10:59pm,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,Construction,45.51530833,-122.691575,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410240,2,45,Male,Pedestrian,2016,August,Monday,10:00pm-10:59pm,Dark - Lighted,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,Construction,45.51530833,-122.691575,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,50,50 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410244,1,28,Male,Pedestrian,2016,April,Monday,10:00pm-10:59pm,Dark - Not Lighted,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.10161111,-123.1706611,Not At Intersection,Not a Cyclist,Travel Lane,Not a Cyclist,Not Applicable,Not a Cyclist,55,55 MPH,0,No Controls,5,"Two-Way, Not Divided With a Continuous Left-Turn Lane",-1
410250,1,15,Female,Pedestrian,2016,August,Friday,3:00pm-3:59pm,Daylight,Cloudy,Urban,Minor Arterial,Not an Intersection,On Roadway,None / Unknown,45.51203333,-122.6183556,At Intersection,Not a Cyclist,Crosswalk Area,Not a Cyclist,Not Applicable,Not a Cyclist,25,25 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
410259,1,36,Male,Bicyclist,2016,August,Saturday,8:00pm-8:59pm,Dusk,Clear,Urban,Principal Arterial - Other,Not an Intersection,On Roadway,None / Unknown,44.08668889,-121.3010972,Not a Pedestrian,Not At Intersection,Not a Pedestrian,Travel Lane,Not a Pedestrian,Not applicable,45,45 MPH,0,No Controls,3,"Two-Way,  Divided, Positive  Median Barrier",-1
